73101 50 26
73101 60 19
27924 10 0
27924 20 8
27924 30 16
27924 40 30
27924 50 22
27924 60 23
78042 10 1
78042 20 5
78042 30 11
78042 40 17
78042 50 24
78042 60 42
74833 10 0
74833 20 5
74833 30 11
74833 40 23
74833 50 25
74833 60 37
56659 10 2
56659 20 6
56659 30 16
56659 40 30
56659 50 27
56659 60 17
79876 10 1
79876 20 5
79876 30 7
79876 40 20
79876 50 23
79876 60 43
56644 10 1
56644 20 6
56644 30 12
56644 40 28
56644 50 31
56644 60 22
56799 10 1
56799 20 6
56799 30 16
56799 40 25
56799 50 32
56799 60 21
56702 10 1
56702 20 5
56702 30 13
56702 40 24
56702 50 31
56702 60 27
73401 10 1
73401 20 7
73401 30 12
73401 40 21
73401 50 24
73401 60 35
27673 10 1
27673 20 10
27673 30 26
27673 40 21
27673 50 26
27673 60 15
56635 10 1
56635 20 7
56635 30 22
56635 40 29
56635 50 26
56635 60 15
56781 10 1
56781 20 4
56781 30 15
56781 40 26
56781 50 28
56781 60 27
56718 10 0
56718 20 7
56718 30 15
56718 40 32
56718 50 27
56718 60 18
56645 10 1
56645 20 6
56645 30 15
56645 40 24
56645 50 27
56645 60 27
27390 10 0
27390 20 6
27390 30 17
27390 40 28
27390 50 27
27390 60 22
74828 10 1
74828 20 4
74828 30 19
74828 40 32
74828 50 27
74828 60 17
79483 10 0
79483 20 10
79483 30 13
79483 40 23
79483 50 25
79483 60 29
72606 10 1
72606 20 5
72606 30 25
72606 40 22
72606 50 25
72606 60 23
74803 10 1
74803 20 4
74803 30 13
74803 40 18
74803 50 24
74803 60 41
74220 10 1
74220 20 5
74220 30 13
74220 40 21
74220 50 25
74220 60 35
56665 10 0
56665 20 5
56665 30 16
56665 40 31
56665 50 28
56665 60 19
56760 10 1
56760 20 7
56760 30 21
56760 40 21
56760 50 22
56760 60 28
74825 10 0
74825 20 10
74825 30 23
74825 40 33
74825 50 20
74825 60 13
79494 10 0
79494 20 20
79494 30 12
79494 40 19
79494 50 25
79494 60 23
56692 10 1
56692 20 4
56692 30 15
56692 40 31
56692 50 30
56692 60 19
56757 10 0
56757 20 9
56757 30 25
56757 40 31
56757 50 20
56757 60 15
56735 10 1
56735 20 6
56735 30 13
56735 40 24
56735 50 31
56735 60 26
74916 10 1
74916 20 3
74916 30 18
74916 40 32
74916 50 32
74916 60 14
78038 10 1
78038 20 7
78038 30 21
78038 40 24
78038 50 29
78038 60 19
79480 10 1
79480 20 11
79480 30 12
79480 40 18
79480 50 23
79480 60 35
74805 10 1
74805 20 5
74805 30 17
74805 40 29
74805 50 27
74805 60 20
78040 10 0
78040 20 8
78040 30 19
78040 40 28
78040 50 26
78040 60 19
56754 10 1
56754 20 6
56754 30 19
56754 40 28
56754 50 23
56754 60 23
56816 10 0
56816 20 5
56816 30 15
56816 40 30
56816 50 29
56816 60 20
76911 10 1
76911 20 15
76911 30 21
76911 40 23
76911 50 27
76911 60 13
35866 10 0
35866 20 5
35866 30 20
35866 40 35
35866 50 20
35866 60 19
56620 10 3
56620 20 7
56620 30 18
56620 40 27
56620 50 24
56620 60 22
56736 10 1
56736 20 5
56736 30 16
56736 40 30
56736 50 27
56736 60 20
74802 10 1
74802 20 6
74802 30 16
74802 40 29
74802 50 30
74802 60 18
27601 10 0
27601 20 6
27601 30 14
27601 40 23
27601 50 24
27601 60 32
27347 10 0
27347 20 6
27347 30 19
27347 40 30
27347 50 29
27347 60 16
74887 10 3
74887 20 8
74887 30 16
74887 40 24
74887 50 29
74887 60 21
27272 10 2
27272 20 8
27272 30 11
27272 40 19
27272 50 34
27272 60 26
56717 10 0
56717 20 4
56717 30 14
56717 40 23
56717 50 26
56717 60 33
56784 10 0
56784 20 6
56784 30 16
56784 40 32
56784 50 25
56784 60 20
56653 10 1
56653 20 5
56653 30 14
56653 40 23
56653 50 25
56653 60 32
74780 10 1
74780 20 5
74780 30 20
74780 40 28
74780 50 22
74780 60 24
27772 10 1
27772 20 5
27772 30 16
27772 40 32
27772 50 28
27772 60 19
73404 10 1
73404 20 7
73404 30 17
73404 40 27
73404 50 28
73404 60 20
74757 10 1
74757 20 3
74757 30 12
74757 40 21
74757 50 29
74757 60 34
74886 10 0
74886 20 5
74886 30 20
74886 40 35
74886 50 24
74886 60 15
74865 10 1
74865 20 5
74865 30 16
74865 40 26
74865 50 29
74865 60 23
56810 10 1
56810 20 7
56810 30 15
56810 40 29
56810 50 30
56810 60 19
74762 10 1
74762 20 4
74762 30 17
74762 40 26
74762 50 27
74762 60 26
55708 10 1
55708 20 6
55708 30 19
55708 40 27
55708 50 27
55708 60 20
76910 10 3
76910 20 18
76910 30 20
76910 40 20
76910 50 23
76910 60 15
74817 10 0
74817 20 6
74817 30 21
74817 40 33
74817 50 25
74817 60 14
74765 10 1
74765 20 7
74765 30 23
74765 40 26
74765 50 26
74765 60 17
27559 10 1
27559 20 6
27559 30 16
27559 40 26
27559 50 33
27559 60 18
56795 10 1
56795 20 6
56795 30 14
56795 40 21
56795 50 29
56795 60 30
74844 10 1
74844 20 3
74844 30 11
74844 40 20
74844 50 27
74844 60 38
74801 10 1
74801 20 2
74801 30 15
74801 40 28
74801 50 21
74801 60 32
27589 10 1
27589 20 5
27589 30 17
27589 40 30
27589 50 29
27589 60 18
56766 10 1
56766 20 6
56766 30 14
56766 40 31
56766 50 26
56766 60 23
27492 10 1
27492 20 4
27492 30 20
27492 40 31
27492 50 27
27492 60 17
27324 10 1
27324 20 5
27324 30 15
27324 40 33
27324 50 25
27324 60 21
27306 10 1
27306 20 4
27306 30 14
27306 40 31
27306 50 29
27306 60 22
56807 10 1
56807 20 6
56807 30 14
56807 40 27
56807 50 32
56807 60 21
74750 10 0
74750 20 4
74750 30 23
74750 40 30
74750 50 31
74750 60 12
27566 10 1
27566 20 5
27566 30 18
27566 40 28
27566 50 30
27566 60 18
27886 10 1
27886 20 5
27886 30 14
27886 40 28
27886 50 29
27886 60 23
74227 10 1
74227 20 9
74227 30 18
74227 40 25
74227 50 25
74227 60 22
43076 10 0
43076 20 10
43076 30 23
43076 40 28
43076 50 24
43076 60 14
56691 10 1
56691 20 5
56691 30 19
56691 40 33
56691 50 26
56691 60 17
34246 10 1
34246 20 8
34246 30 25
34246 40 28
34246 50 24
34246 60 14
56694 10 0
56694 20 5
56694 30 15
56694 40 32
56694 50 28
56694 60 20
77330 10 0
77330 20 6
77330 30 18
77330 40 30
77330 50 25
77330 60 21
27993 10 1
27993 20 5
27993 30 15
27993 40 22
27993 50 25
27993 60 31
56812 10 1
56812 20 5
56812 30 14
56812 40 32
56812 50 28
56812 60 21
27807 10 1
27807 20 4
27807 30 14
27807 40 31
27807 50 28
27807 60 22
56675 10 1
56675 20 7
56675 30 18
56675 40 31
56675 50 26
56675 60 18
75444 10 1
75444 20 5
75444 30 14
75444 40 20
75444 50 28
75444 60 31
74845 10 1
74845 20 5
74845 30 16
74845 40 33
74845 50 25
74845 60 19
27876 10 1
27876 20 6
27876 30 16
27876 40 29
27876 50 29
27876 60 18
56756 10 1
56756 20 6
56756 30 22
56756 40 31
56756 50 23
56756 60 16
74797 10 1
74797 20 6
74797 30 16
74797 40 31
74797 50 25
74797 60 22
27905 10 2
27905 20 6
27905 30 15
27905 40 41
27905 50 23
27905 60 14
56707 10 1
56707 20 5
56707 30 19
56707 40 29
56707 50 24
56707 60 22
56755 10 5
